question_id,question,context,answer,answer_start,answer_end,title
925,자동차 의무보험에 대한 실시간 확인 시스템이 어떤 상황에서 필요한가?,"? (개선) 영업점 방문 없이 콜센터에서 반환청구가 가능하도록 접수창구를 확대하고, 수취은행은 수취인 접촉 이력 및 미반환 사유 등 반환업무 진행경과를 송금은행에 통보하여 착오송금 반환업무에도 적극적으로 나서도록 유도. 자동차 의무보험 가입 여부 실시간 확인 가능? (상담) 민원인이 자동차보험에 가입한 당일 민원인의 자녀가 운전 중 무보험차량 단속에 걸리게 되어보험회사에서 보험가입이 되었다는 것을 확인해 주었음에도 불구하고 경찰관은 '자동차 의무보험가입 확인시스템'에 보험가입된 것이 조회가 되지 않는다며 범죄자 취급하며 진술서를 쓰도록 하였음. ? (개선) 보험계약 체결 후 보험회사는 2일 이내에만 '자동차 의무보험가입 확인시스템'에 등록하면 되므로 공백이 발생하고 있는데 향후 보험개발원이 보험회사시스템과 연계하여 자동차보험 가입 여부를 실시간 확인할 수 있도록 전산시스템을 개선. 저축은행의 대학생 신용대출 취급 시 소득확인 강화",민원인이 자동차보험에 가입한 당일 민원인의 자녀가 운전 중 무보험차량 단속에 걸리게 되어보험회사에서 보험가입이 되었다는 것을 확인해 주었음에도 불구하고 경찰관은 '자동차 의무보험가입 확인시스템'에 보험가입된 것이 조회가 되지 않는다며 범죄자 취급하며 진술서를 쓰도록 하였음.,154.0,307.0,925
926,자동차보험 가입 여부를 실시간으로 확인하기 위해 어떤 개선조치가 이루어졌는가?,"? (상담) 민원인(22세 대학생)은 ○○저축은행에서 알려준 전화번호로 전화하였더니 현재 아르바이트를 하고 있고 월 수십만원의 소득이 있는 것처럼 허위로 답변하면 마이너스대출 5백만원을 받을 수 있다고 하였으며, 이후 실제 ○○저축은행에서 전화가 와서 허위 답변을 하고 대출을 진행함. ? (개선) 저축은행이 상환능력이 부족한 대학생에게 소득증명서 및 소득이 입금되는 통장 등 객관적 소득증빙 자료를 징구하지 않고 신용대출을 취급하지 않도록 지도. '상속인 금융거래조회서비스' 조회대상에 휴면예금 포함? (상담) 민원인은 '상속인 금융거래조회서비스'를 신청하였는데 피상속인의 금융자산인 은행의 휴면예금이 포함되지 않았음. ? (개선) 휴면예금도 조회대상에 포함되도록 금융회사의 전산시스템 개선. 금융상담 서비스는 대면 및 전화로 이루어지는데 전국 어디서나 '1332'를 누르면 콜센터와 연결된다. ",저축은행이 상환능력이 부족한 대학생에게 소득증명서 및 소득이 입금되는 통장 등 객관적 소득증빙 자료를 징구하지 않고 신용대출을 취급하지 않도록 지도.,167.0,250.0,926
927,'상속인 금융거래조회서비스'를 신청했을 때 발생한 문제는 무엇이며 어떤 개선조치가 이루어졌는가?,"? (상담) 민원인(22세 대학생)은 ○○저축은행에서 알려준 전화번호로 전화하였더니 현재 아르바이트를 하고 있고 월 수십만원의 소득이 있는 것처럼 허위로 답변하면 마이너스대출 5백만원을 받을 수 있다고 하였으며, 이후 실제 ○○저축은행에서 전화가 와서 허위 답변을 하고 대출을 진행함. ? (개선) 저축은행이 상환능력이 부족한 대학생에게 소득증명서 및 소득이 입금되는 통장 등 객관적 소득증빙 자료를 징구하지 않고 신용대출을 취급하지 않도록 지도. '상속인 금융거래조회서비스' 조회대상에 휴면예금 포함? (상담) 민원인은 '상속인 금융거래조회서비스'를 신청하였는데 피상속인의 금융자산인 은행의 휴면예금이 포함되지 않았음. ? (개선) 휴면예금도 조회대상에 포함되도록 금융회사의 전산시스템 개선. 금융상담 서비스는 대면 및 전화로 이루어지는데 전국 어디서나 '1332'를 누르면 콜센터와 연결된다. ",면예금도 조회대상에 포함되도록 금융회사의 전산시스템 개선.,356.0,388.0,927
928,분쟁조정은 어떤 상황에서 주로 발생하며 그 목적은 무엇인가?,"금융소비자가 금융회사와의 거래에서 이의를 제기하는 경우 이를 금융민원을 통해 처리할 수 있다. 금융민원과 분쟁조정의 구분이 명확한 것은 아니지만 분쟁조정은 금융소비자가 금융회사의 업무와 관련하여 권리의무 또는 이해관계가 발생함에 따라 금융회사를 상대로 분쟁의 조정을 제기하는 것으로서 주로 금융회사의 업무상 과실로 인해 금융소비자에게 금전적인 손해가 발생하여 이에 대한 보전을 청구하는 것을 말한다. 금융민원의 경우에는 금융소비자 등 이해관계인이 인터넷, 우편, 내방 등 다양한 채널을 통해 금융회사의 업무와 관련하여 질의, 건의, 요청, 이의신청, 고발 등을 제기하는 것을 의미한다.",분쟁조정은 금융소비자가 금융회사의 업무와 관련하여 권리의무 또는 이해관계가 발생함에 따라 금융회사를 상대로 분쟁의 조정을 제기하는 것으로서 주로 금융회사의 업무상 과실로 인해 금융소비자에게 금전적인 손해가 발생하여 이에 대한 보전을 청구하는 것,81.0,217.0,928
929,금융민원은 어떤 방법으로 금융회사의 업무와 관련하여 제기되는가?,"금융소비자가 금융회사와의 거래에서 이의를 제기하는 경우 이를 금융민원을 통해 처리할 수 있다. 금융민원과 분쟁조정의 구분이 명확한 것은 아니지만 분쟁조정은 금융소비자가 금융회사의 업무와 관련하여 권리의무 또는 이해관계가 발생함에 따라 금융회사를 상대로 분쟁의 조정을 제기하는 것으로서 주로 금융회사의 업무상 과실로 인해 금융소비자에게 금전적인 손해가 발생하여 이에 대한 보전을 청구하는 것을 말한다. 금융민원의 경우에는 금융소비자 등 이해관계인이 인터넷, 우편, 내방 등 다양한 채널을 통해 금융회사의 업무와 관련하여 질의, 건의, 요청, 이의신청, 고발 등을 제기하는 것을 의미한다.","금융소비자 등 이해관계인이 인터넷, 우편, 내방 등 다양한 채널을 통해 금융회사의 업무와 관련하여 질의, 건의, 요청, 이의신청, 고발 등을 제기하는 것을 의미한다.",235.0,327.0,929
930,2008년 7월부터 금융감독원이 설치한 금융민원센터는 어떤 서비스를 제공하고 있으며 어떤 편익을 제고하고 있는가?,"2008년 7월부터금융감독원은 모든 금융민원을 한곳에서 처리할 수 있는 금융민원센터를 설치하였다. 금융민원센터는 금융민원서비스 시스템을 통해 민원인 편익 제고뿐만 아니라 인허가, 등록·신고 등의 온라인 신청, 진행상황 실시간 확인, 온라인 상담 등 금융회사와 금융당국 간 쌍방향, 원스톱서비스를 제공하고 있다. 이와 함께 인터넷 민원시스템(www.fcsc.kr)은 민원인의 불필요한 방문 및 탐색비용 없이 금융당국의 인허가·등록, 유권해석, 금융민원 등 다양한 민원을 한곳에서 해결할 수 있도록 함으로써 사회적 비용을 절감하고 있다.","2008년 7월부터금융감독원은 모든 금융민원을 한곳에서 처리할 수 있는 금융민원센터를 설치하였다. 금융민원센터는 금융민원서비스 시스템을 통해 민원인 편익 제고뿐만 아니라 인허가, 등록·신고 등의 온라인 신청, 진행상황 실시간 확인, 온라인 상담 등 금융회사와 금융당국 간 쌍방향, 원스톱서비스를 제공",0.0,167.0,930
931,금융민원을 접수할 때 어떤 정보를 제공해야 하며 어떤 방법으로 민원을 제출할 수 있는가?,"금융민원은 금융감독원뿐만 아니라 금융소비자가 거래하는 금융회사나 각 금융권역별 협회 등에서도 처리하고 있으므로 우선적으로는 해당 금융회사의 금융소비자 관련 부서를 경유하여 금융민원을 처리하는 것이 바람직하다. 금융민원을 접수할 경우 민원인(신청인)의 성명, 주소, 전화번호 및 민원내용을 기재한 민원신청서를 금융감독원에 우편 또는 팩스로 제출하거나 금융감독원 홈페이지 'e-금융민원센터'에서 신청 가능하다. 민원의 처리기간은 약 1개월 내외이며, 조사에 소요되는 기간에 따라 처리기간이 다소 변동될 수 있다.","금융민원을 접수할 경우 민원인(신청인)의 성명, 주소, 전화번호 및 민원내용을 기재한 민원신청서를 금융감독원에 우편 또는 팩스로 제출하거나 금융감독원 홈페이지 'e-금융민원센터'에서 신청 가능하다.",117.0,227.0,931
932,금융분쟁조정위원회는 어떻게 구성되며 어떤 종류의 전문가로 이루어져 있는가?,"금융 분쟁조정제도는 주로 금융소비자가 금융회사를 상대로 제기하는 금융분쟁에 대하여금융감독원이 조정신청을 받아 조정 의견을 제시하여 당사자 간의 합의를 유도함으로써 소송을 통하지 않고 분쟁을 원만하게 해결하는 제도를 말한다. 여기서 금융분쟁이란 금융소비자가 금융회사와의 금융거래와 관련하여 권리·의무 또는 이해관계가 발생하는 경우 금융회사를 상대로 제기하는 분쟁을 의미한다. 이러한 금융분쟁의 조정에 관한 사항을 심의·의결하기 위하여 금융감독원 내에 금융분쟁조정위원회를 두고 있다. 금융분쟁조정위원회는 위원장 1인을 포함하여 30인 이내로 구성되는데, ① 판사·검사 또는 변호사, ② 소비자보호단체의 임원, ③ 금융회사 및 유관단체에서 15년 이상 근무경력이 있는 자, ④ 금융에 관한 학식과 경험이 있는 자, ⑤ 전문의의 자격이 있는 자, ⑥ 기타 분쟁의 조정과 관련하여 금융감독원장이 필요하다고 인정하는 자 등 금융 분야의 전문가로 구성된다.","금융분쟁조정위원회는 위원장 1인을 포함하여 30인 이내로 구성되는데, ① 판사·검사 또는 변호사, ② 소비자보호단체의 임원, ③ 금융회사 및 유관단체에서 15년 이상 근무경력이 있는 자, ④ 금융에 관한 학식과 경험이 있는 자, ⑤ 전문의의 자격이 있는 자, ⑥ 기타 분쟁의 조정과 관련하여 금융감독원장이 필요하다고 인정하는 자 등 금융 분야의 전문가로 구성",269.0,469.0,932
933,금융분쟁조정결정이 어떤 효력을 갖는가?,"또한 분쟁조정의 공정성을 위하여 분쟁조정위원이 해당 사건과 특별한 관계가 있는 경우에는 의결에서 배제할 수 있도록 하고 있다. 분쟁조정결정의 법적 구속력이 미약하더라도 분쟁조정결정을 분쟁의 당사자들이 수락하여 조정이 성립되면 법원의 확정판결과 동일한 효력(재판상 화해)을 가지게 되며, 조정결정에 대한 수락 여부는 전적으로 분쟁 당사자들의 자유의사에 있으나 금융회사가 금융분쟁조정위원회의 결정을 수락하지 않는 사례는 매우 드물다. 그리고 금융감독원장은 금융분쟁조정위원회의 의결사항이 관련 법규를 위반하거나 공익에 비추어 심히 부당하다고 판단되는 경우 재의요구를 할 수 있으며, 이러한 재의요구가 있는 경우 금융분쟁조정위원회는 구성원 3분의 2이상의 출석과 출석위원 3분의 2이상의 찬성으로 재의결하도록 정하고 있다.","분쟁조정결정의 법적 구속력이 미약하더라도 분쟁조정결정을 분쟁의 당사자들이 수락하여 조정이 성립되면 법원의 확정판결과 동일한 효력(재판상 화해)을 가지게 되며,",71.0,159.0,933
934,금융분쟁조정결정을 수락하는 것은 무엇에 의해 결정되며 금융회사가 이를 거부하는 경우는 어떤 경우에 발생하는가?,"또한 분쟁조정의 공정성을 위하여 분쟁조정위원이 해당 사건과 특별한 관계가 있는 경우에는 의결에서 배제할 수 있도록 하고 있다. 분쟁조정결정의 법적 구속력이 미약하더라도 분쟁조정결정을 분쟁의 당사자들이 수락하여 조정이 성립되면 법원의 확정판결과 동일한 효력(재판상 화해)을 가지게 되며, 조정결정에 대한 수락 여부는 전적으로 분쟁 당사자들의 자유의사에 있으나 금융회사가 금융분쟁조정위원회의 결정을 수락하지 않는 사례는 매우 드물다. 그리고 금융감독원장은 금융분쟁조정위원회의 의결사항이 관련 법규를 위반하거나 공익에 비추어 심히 부당하다고 판단되는 경우 재의요구를 할 수 있으며, 이러한 재의요구가 있는 경우 금융분쟁조정위원회는 구성원 3분의 2이상의 출석과 출석위원 3분의 2이상의 찬성으로 재의결하도록 정하고 있다.",조정결정에 대한 수락 여부는 전적으로 분쟁 당사자들의 자유의사에 있으나 금융회사가 금융분쟁조정위원회의 결정을 수락하지 않는 사례는 매우 드물다. ,160.0,241.0,934
935,금융감독원장이 금융분쟁조정위원회의 의결사항을 재검토할 수 있는 경우는 어떤 경우인가?,"또한 분쟁조정의 공정성을 위하여 분쟁조정위원이 해당 사건과 특별한 관계가 있는 경우에는 의결에서 배제할 수 있도록 하고 있다. 분쟁조정결정의 법적 구속력이 미약하더라도 분쟁조정결정을 분쟁의 당사자들이 수락하여 조정이 성립되면 법원의 확정판결과 동일한 효력(재판상 화해)을 가지게 되며, 조정결정에 대한 수락 여부는 전적으로 분쟁 당사자들의 자유의사에 있으나 금융회사가 금융분쟁조정위원회의 결정을 수락하지 않는 사례는 매우 드물다. 그리고 금융감독원장은 금융분쟁조정위원회의 의결사항이 관련 법규를 위반하거나 공익에 비추어 심히 부당하다고 판단되는 경우 재의요구를 할 수 있으며, 이러한 재의요구가 있는 경우 금융분쟁조정위원회는 구성원 3분의 2이상의 출석과 출석위원 3분의 2이상의 찬성으로 재의결하도록 정하고 있다.","금융감독원장은 금융분쟁조정위원회의 의결사항이 관련 법규를 위반하거나 공익에 비추어 심히 부당하다고 판단되는 경우 재의요구를 할 수 있으며, 이러한 재의요구가 있는 경우 금융분쟁조정위원회는 구성원 3분의 2이상의 출석과 출석위원 3분의 2이상의 찬성으로 재의결하도록 정하고 있다.",245.0,400.0,935
936,금융분쟁조정을 신청하는 방법은 어떻게 되며 어떤 정보를 제공해야 하는가?,"● 금융분쟁조정 신청? 신청인의 성명, 주소, 전화번호 및 신청내용을 기재한 신청서를 금융감독원에 우편 또는 팩스로 제출하거나 'e-금융민원센터(www.fcsc.kr)'에서 신청 가능. ● 금융분쟁조정 처리? 금융감독원은 신청서가 접수되면 당사자의 진술과 해당 금융회사에 대한 사실 조사를 거쳐 당사자 간의 합의권고 등을 통해 금융분쟁을 신속하게 해결. ? 이 과정에서 합의가 이루어지지 않거나 합의권고가 부적당한 경우는 금융분쟁조정위원회에 회부하여 조정·결정. ? 분쟁조정의 경우 처리기간은 약 1~3개월이며, 조사에 소요되는 기간에 따라 처리기간이 다소 변동될 수 있음.","● 금융분쟁조정 신청? 신청인의 성명, 주소, 전화번호 및 신청내용을 기재한 신청서를 금융감독원에 우편 또는 팩스로 제출하거나 'e-금융민원센터(www.fcsc.kr)'에서 신청 가능.",0.0,103.0,936
937,금융분쟁조정 처리의 예상 기간은 어떻게 되며 왜 처리기간이 다소 변동될 수 있는가?,"● 금융분쟁조정 신청? 신청인의 성명, 주소, 전화번호 및 신청내용을 기재한 신청서를 금융감독원에 우편 또는 팩스로 제출하거나 'e-금융민원센터(www.fcsc.kr)'에서 신청 가능. ● 금융분쟁조정 처리? 금융감독원은 신청서가 접수되면 당사자의 진술과 해당 금융회사에 대한 사실 조사를 거쳐 당사자 간의 합의권고 등을 통해 금융분쟁을 신속하게 해결. ? 이 과정에서 합의가 이루어지지 않거나 합의권고가 부적당한 경우는 금융분쟁조정위원회에 회부하여 조정·결정. ? 분쟁조정의 경우 처리기간은 약 1~3개월이며, 조사에 소요되는 기간에 따라 처리기간이 다소 변동될 수 있음.","? 분쟁조정의 경우 처리기간은 약 1~3개월이며, 조사에 소요되는 기간에 따라 처리기간이 다소 변동될 수 있음.",259.0,321.0,937
938,금융소비자 보호는 어떤 이유로 사회적인 이슈로 부각되었나요? ,"금융상품이 점차 복잡해지고 다양화되면서 금융소비자 보호의 문제도 사회적인 이슈로 부각되었는데, 이에 따라 2000년을 전후로 하여 미국과 영국 등 세계주요 국가들은 금융소비자 보호를 위해 관련법규를 통합적으로 정비하기 시작하였다. 그러나 이러한 노력에도 불구하고 2007년과 2008년 사이에 글로벌 금융위기를 겪게 되면서 금융소비자 보호의 취약점들이 노출되었고 이를 계기로 금융소비자 보호는 전 세계적으로 중요한 과제로 인식되었다. 그리고 이러한 추세는 2011년 G20의 칸(Cannes) 정상회의에서 금융소비자 보호의 상위 원칙(high-level principles on financial consumer protection)의 채택으로 이어졌다. 이것은 모든 금융서비스 분야에 적용되는 자발적 성격의 국제 가이드라인으로서 다음과 같은 10개 세부사항들과 관련한 원칙들을 포함하고 있다.",금융상품이 점차 복잡해지고 다양화되면서 금융소비자 보호의 문제도 사회적인 이슈로 부각,0.0,47.0,938
939,어떤 국가에서는 금융소비자 보호를 위해 관련법규를 통합적으로 정비하기 시작했나요? ,"금융상품이 점차 복잡해지고 다양화되면서 금융소비자 보호의 문제도 사회적인 이슈로 부각되었는데, 이에 따라 2000년을 전후로 하여 미국과 영국 등 세계주요 국가들은 금융소비자 보호를 위해 관련법규를 통합적으로 정비하기 시작하였다. 그러나 이러한 노력에도 불구하고 2007년과 2008년 사이에 글로벌 금융위기를 겪게 되면서 금융소비자 보호의 취약점들이 노출되었고 이를 계기로 금융소비자 보호는 전 세계적으로 중요한 과제로 인식되었다. 그리고 이러한 추세는 2011년 G20의 칸(Cannes) 정상회의에서 금융소비자 보호의 상위 원칙(high-level principles on financial consumer protection)의 채택으로 이어졌다. 이것은 모든 금융서비스 분야에 적용되는 자발적 성격의 국제 가이드라인으로서 다음과 같은 10개 세부사항들과 관련한 원칙들을 포함하고 있다.",미국과 영국 등 세계주요 국가들은 금융소비자 보호를 위해 관련법규를 통합적으로 정비하기 시작하였다.,73.0,128.0,939
940,G20 상위 원칙 중에서 금융소비자 보호에 관한 원칙은 몇 가지인가요? ,"금융상품이 점차 복잡해지고 다양화되면서 금융소비자 보호의 문제도 사회적인 이슈로 부각되었는데, 이에 따라 2000년을 전후로 하여 미국과 영국 등 세계주요 국가들은 금융소비자 보호를 위해 관련법규를 통합적으로 정비하기 시작하였다. 그러나 이러한 노력에도 불구하고 2007년과 2008년 사이에 글로벌 금융위기를 겪게 되면서 금융소비자 보호의 취약점들이 노출되었고 이를 계기로 금융소비자 보호는 전 세계적으로 중요한 과제로 인식되었다. 그리고 이러한 추세는 2011년 G20의 칸(Cannes) 정상회의에서 금융소비자 보호의 상위 원칙(high-level principles on financial consumer protection)의 채택으로 이어졌다. 이것은 모든 금융서비스 분야에 적용되는 자발적 성격의 국제 가이드라인으로서 다음과 같은 10개 세부사항들과 관련한 원칙들을 포함하고 있다.", 10개 세부사항들과 관련한 원칙들을 포함하고 있다.,415.0,444.0,940
941,금융소비자 보호를 추구할 때 각 나라가 고려해야 하는 것은 무엇인가요? ,G20 상위 원칙에 따른 금융소비자 보호를 추구하더라도 각 나라마다의 특수성이 있으므로 이를 감안하여 가장 효율적이고 적합한 제도적 틀을 갖추어 나가는 것이 필요하다. G20 금융소비자 보호의 상위 원칙 1. 금융소비자 보호를 위한 법규 및 감독체계2. 감시기구의 역할3. 금융소비자에 대한 평등하고 공정한 대우4. 공시와 투명성5. 금융교육 및 인식 제고6. 금융서비스 공급자 및 적격대리인의 책임성 있는 영업행위7. 사기와 남용으로부터 금융소비자 자산의 보호8. 금융소비자 정보 및 프라이버시 보호9. 금융소비자 불만족 처리 및 피해구제10. 경쟁적 환경조성을 통한 금융소비자 선택권 보장 우선 G20 상위 원칙의 첫 번째에 해당하는 것이 금융소비자 보호를 필수적으로 반영한 법규 및 감독체계의 마련에 관한 것이다. 미국의 경우 다양하게 분화되어 유지되어온 감독체계가 오히려 중복감독의 비효율성과 감독 사각지대 발생으로 금융위기에 적절히 대응하지 못한 원인으로 지적되고 특히 미국 연방준비은행은 감독당국으로서 금융회사의 방만한 서브프라임 모기지 영업행위를 차단하지 못한 데 책임이 있다는 비판이 제기되었다.,각 나라마다의 특수성이 있으므로 이를 감안하여 가장 효율적이고 적합한 제도적 틀을 갖추어 나가는 것이 필요하다.,31.0,93.0,941
942,미국에서 어떤 조치를 통해 약탈적 대출을 없애기 위한 노력을 기울였나요? ,"예컨대 미국은 약탈적 대출(predatory lending)이라 하여 금융회사가 차입자의 상환능력을 넘는 수준으로 자금을 빌려주고 그에 대한 이자수입을 얻는 관행을 없애기 위해 금융회사가 모기지(mortgage) 대출 시 차입자의 상환능력을 충분히 파악하도록 규정하고 과도한 중도상환수수료 부과를 금지하는 한편, 고금리 모기지의 경우 상환금액이 과도하게 점증하는 구조의 상품 설계를 금지하고 무책임한 대출에 대한 벌칙을 강화(2010년 7월)하였다. 신용카드부문에서도금리등 거래조건 변경 시 이를 사전에 고지하도록 의무를 강화(2009년 7월)하고, 신용카드사의 일방적인 금리나 수수료 인상을 금지하는 등 불공정한 거래관행을 개선(2010년 1월)하였으며, 금융소비자 부담을 가중하는 각종 수수료 부과를 금지(2010년 6월)하였다. ","금융회사가 모기지(mortgage) 대출 시 차입자의 상환능력을 충분히 파악하도록 규정하고 과도한 중도상환수수료 부과를 금지하는 한편, 고금리 모기지의 경우 상환금액이 과도하게 점증하는 구조의 상품 설계를 금지하고 무책임한 대출에 대한 벌칙을 강화(2010년 7월)하였다.",99.0,251.0,942
943,금융상품 자문업자의 보수에 관한 규정이 어떻게 개정되었나요? ,"또한 주로 단기의 소액대출(payday loan)을 취급하는 대부업자에 대하여 각 주별로 영업금지 또는 금리상한 설정을 추진하였는데 이러한 대출업무 관련 영업행위의 규제는 생활에 필수적인 소비지출을 위해 단기의 소액자금 대출을 필요로 하는 가난한 서민들이 불공정한 거래관행으로 인한 피해가 생기지 않도록 한 것이다. 영국도 모기지 대출에 대해 적합성 테스트를 실시하고 차입자의 소득을 검증하도록 하는 한편, 연체수수료가 과도하게 부과되지 않도록 합리적인 연체수수료산출방안을 마련하였다. 예금수취 및 관련 업무에 대한 영업행위규정을 구체화(2009년 11월)하였으며, 금융상품 자문업자의 보수를 금융상품 공급자가 판매액에 근거하여 산정하는 것을 금지하고 자문업자 스스로 서비스에 상응하는 보수를 책정하도록 관련 규정을 개정(2012년 12월)하였다.",금융상품 자문업자의 보수를 금융상품 공급자가 판매액에 근거하여 산정하는 것을 금지하고 자문업자 스스로 서비스에 상응하는 보수를 책정하도록 관련 규정을 개정,317.0,403.0,943
944,금융상품 자문업자의 보수에 관한 규정을 개정한 이유는 무엇인가요?,자문업자의 보수를 금융회사가 지불한다면 자문업자는 금융소비자의 바람직한 의사결정을 돕기보다 금융상품 판매실적을 올리기 위한 행동의 유인을 갖게 되기 때문이다. 이와 마찬가지로 캐나다와 일본 등의 해외 사례들을 통해서도 정부의 규제 및 감독 자원이 금융소비자보호에 보다 많이 집중되고 있음을 참고해볼 수 있다.,자문업자의 보수를 금융회사가 지불한다면 자문업자는 금융소비자의 바람직한 의사결정을 돕기보다 금융상품 판매실적을 올리기 위한 행동의 유인을 갖게 되기 때문이다.,0.0,88.0,944
945,설명의무 개선은 어떤 측면에 초점을 맞추어야 하나요? ,불완전판매를 방지할 수 있는 방안에 대한 논의도 매우 중요하다. 설명의무의 개선은 금융회사와 금융소비자 간 정보의 불균형 해소에 초점을 맞추어 중요사항에 대한 구체성을 확보하는 것이 필요하고 이에 앞서 해당 금융상품이 과연 금융소비자의 요구에 적합한 금융상품인지 여부를 우선적으로 고려하여 과도한정보제공으로 인해 오히려 금융소비자의 이해에 혼란을 초래하는 일이 없도록 해야 할 것이다. 이런 점에서 복잡하고 다양한 금융상품 내용을 금융소비자에게 신속하고 효과적으로 전달하기 위한 각종 금융상품 설명제도의 도입은 매우 바람직한 일이다.,설명의무의 개선은 금융회사와 금융소비자 간 정보의 불균형 해소에 초점을 맞추어 중요사항에 대한 구체성을 확보하는 것이 필요하고 이에 앞서 해당 금융상품이 과연 금융소비자의 요구에 적합한 금융상품인지 여부를 우선적으로 고려하여 과도한정보제공으로 인해 오히려 금융소비자의 이해에 혼란을 초래하는 일이 없도록 해야 할 것이다.,36.0,215.0,945
946,어떤 분야가 핀테크의 빠른 성장과 관련하여 편리성은 증진되었지만 보안성의 취약에 대한 염려가 커지고 있나요? ,"2014년 발생한 신용카드사 개인정보 유출 사고는 개인정보 보호와 관련한 제도나 정책들에 관심을 갖는 계기가 되었다. 또한 핀테크가 빠르게 성장하면서 금융거래의 편리성은 더욱 증진되었지만 상대적으로 보안성의 취약에 대한 염려가 커지고 있다. 개인정보 보호는 금융부문에만 국한된 이슈는 아니지만 개인정보 유출로 인하여 특히 금융부문에서 발생할 수 있는 국민들의 피해는 예상할 수 없을 만큼 크다. 더욱이 금융사기로 인한 피해는 계속 증가하고 있고 그 방법들도 점차 고도화 되어가고 있으며, 개인의 명의를 도용한 불법행위와 범죄의 우려도 커지고 있으므로 우리 사회 전반에 걸쳐 개인정보 보호에 관한 제도와 인식을 재정비할 필요가 있다.",개인정보 보호,28.0,35.0,946
947,개인정보 보호는 어떤 부문에 국한된 이슈가 아니라고 하나요? ,"2014년 발생한 신용카드사 개인정보 유출 사고는 개인정보 보호와 관련한 제도나 정책들에 관심을 갖는 계기가 되었다. 또한 핀테크가 빠르게 성장하면서 금융거래의 편리성은 더욱 증진되었지만 상대적으로 보안성의 취약에 대한 염려가 커지고 있다. 개인정보 보호는 금융부문에만 국한된 이슈는 아니지만 개인정보 유출로 인하여 특히 금융부문에서 발생할 수 있는 국민들의 피해는 예상할 수 없을 만큼 크다. 더욱이 금융사기로 인한 피해는 계속 증가하고 있고 그 방법들도 점차 고도화 되어가고 있으며, 개인의 명의를 도용한 불법행위와 범죄의 우려도 커지고 있으므로 우리 사회 전반에 걸쳐 개인정보 보호에 관한 제도와 인식을 재정비할 필요가 있다.",금융부문,144.0,148.0,947
948,개인정보 유출로 인해 어떤 피해가 특히 크게 발생할 수 있는지 언급해주세요. ,"2014년 발생한 신용카드사 개인정보 유출 사고는 개인정보 보호와 관련한 제도나 정책들에 관심을 갖는 계기가 되었다. 또한 핀테크가 빠르게 성장하면서 금융거래의 편리성은 더욱 증진되었지만 상대적으로 보안성의 취약에 대한 염려가 커지고 있다. 개인정보 보호는 금융부문에만 국한된 이슈는 아니지만 개인정보 유출로 인하여 특히 금융부문에서 발생할 수 있는 국민들의 피해는 예상할 수 없을 만큼 크다. 더욱이 금융사기로 인한 피해는 계속 증가하고 있고 그 방법들도 점차 고도화 되어가고 있으며, 개인의 명의를 도용한 불법행위와 범죄의 우려도 커지고 있으므로 우리 사회 전반에 걸쳐 개인정보 보호에 관한 제도와 인식을 재정비할 필요가 있다.",개인정보 유출로 인하여 특히 금융부문에서 발생할 수 있는 국민들의 피해는 예상할 수 없을 만큼 크다.,164.0,220.0,948
949,'개인정보보호법'에 따른 개인정보의 정의는 어떻게 규정되어 있나요? ,"현행 '개인정보보호법'에 따른 개인정보의 정의는 '살아있는 개인에 관한 정보로서 성명, 주민등록번호 및 영상 등을 통하여 개인을 알아볼 수 있는 정보'로 규정되어 있다. 또한 '정보통신망 이용촉진 및 정보보호 등에 관한 법률'에서도 개인정보를 생존하는 개인에 관한 정보로서 특정 개인을 식별하거나 식별할 수 있는 모든 정보로 규정하고 있어 오늘날 정보처리기술의 발달에 따른 정보의 유용성 측면을 반영시키는 한편, 보호할 가치가 있는 정보라는 측면에서 개인에 관한 모든 정보라기보다는 특정 개인에 대한 식별이 가능한 정보로 한정시키고 있다. 즉 개인에 관한 정보라 하더라도 익명 처리되어 누구에 관한 정보인지 식별이 안된다면 개인정보에 속하지 않는다. 이러한 입장은 1980년 OECD가 채택한 '프라이버시 보호와 개인 데이터의 국제적 유통에 관한 가이드라인'과 1995년 EU가 채택한 '개인정보보호지침'에서 개인과 정보와의 관련성 및 개인에 대한 식별 가능성을 그 기본요소로 하고 있는 것과도 같다.","살아있는 개인에 관한 정보로서 성명, 주민등록번호 및 영상 등을 통하여 개인을 알아볼 수 있는 정보'",28.0,84.0,949
